小区名称,所在市,具体位置,房屋总价,户型,占地,单价,朝向,楼层,装修,网址
 财信城市国际, 渝北 , 加州新牌坊 ,108万, 3室2厅2卫 ,90.62平米, 11918元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204915888.html
 中交中央公园蔚蓝天镜, 渝北 , 中央公园 ,191万, 4室2厅2卫 ,143平米, 13357元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204729601.html
 千山九龙天景, 九龙坡 , 石坪桥 ,125万, 3室2厅2卫 ,99.57平米, 12554元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204841249.html
 保利堂悦薇园, 南岸 , 茶园新区 ,147.9万, 4室2厅2卫 ,139平米, 10640元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204852124.html
 金茂墅瑞宸, 渝北 , 中央公园 ,308万, 5室2厅4卫 ,279平米, 11039元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204899837.html
 龙湖蓝湖郡西岸, 渝北 , 鸳鸯 ,650万, 4室2厅4卫 ,240平米, 27083元/平米 ,北, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204899111.html
 万科西九, 九龙坡 , 石坪桥 ,50.75万, 1室1厅1卫 ,48平米, 10573元/平米 ,西南,中层,中装修,https://cq.esf.fang.com/chushou/3_204881237.html
 紫御江山天誉, 江北 , 江北嘴 ,348万, 4室2厅2卫 ,141.29平米, 24630元/平米 ,东南,高层,精装修,https://cq.esf.fang.com/chushou/3_204879950.html
 中交锦程, 北碚 , 蔡家 ,92万, 3室2厅2卫 ,92平米, 10000元/平米 ,南北,中层,精装修,https://cq.esf.fang.com/chushou/3_204787487.html
 寰宇天下東昇府, 江北 , 江北嘴 ,710万, 4室2厅4卫 ,224.68平米, 31600元/平米 ,东, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204909481.html
 保利麓谷林语, 南岸 , 南山 ,98万, 4室2厅2卫 ,100平米, 9800元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204424671.html
 重庆·融创壹号院, 渝北 , 大竹林 ,268万, 4室2厅2卫 ,168.44平米, 15911元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204907470.html
 长嘉汇朗峯, 南岸 , 南滨路 ,216万, 3室2厅2卫 ,99.53平米, 21702元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204886230.html
 首钢铂鹭风华, 渝北 , 空港 ,47.5万, 3室2厅1卫 ,80平米, 5938元/平米 ,南北,高层,毛坯,https://cq.esf.fang.com/chushou/3_204809623.html
 长嘉汇四期, 南岸 , 涂山路 ,1450万, 5室2厅6卫 ,455平米, 31868元/平米 ,西南,低层,豪华装修,https://cq.esf.fang.com/chushou/3_204869259.html
 长嘉汇四期, 南岸 , 涂山路 ,189万, 3室2厅1卫 ,104平米, 18173元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204881305.html
 招商雍璟城, 渝北 , 空港 ,78万, 3室2厅2卫 ,98.61平米, 7910元/平米 ,南,中层,简装修,https://cq.esf.fang.com/chushou/3_204821617.html
 中交西园雅集, 九龙坡 , 华岩新城 ,81万, 3室2厅2卫 ,90平米, 9000元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204783799.html
 重庆·融创壹号院, 渝北 , 大竹林 ,365万, 4室2厅2卫 ,165.52平米, 22052元/平米 ,西,中层,精装修,https://cq.esf.fang.com/chushou/3_204887423.html
 广厦城洛卡庄园, 九龙坡 , 黄桷坪 ,98万, 3室2厅2卫 ,101平米, 9703元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204903929.html
 新华春天, 九龙坡 , 黄桷坪 ,75万, 3室2厅1卫 ,97.17平米, 7718元/平米 ,东南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204873157.html
 雏扬国际, 沙坪坝 , 华岩 ,60万, 2室2厅1卫 ,63平米, 9524元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204784035.html
 安泰城市理想, 渝北 , 冉家坝 ,94.5万, 2室1厅1卫 ,74.77平米, 12639元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204844223.html
 保亿御景润园, 北碚 , 蔡家 ,179万, 4室2厅2卫 ,154平米, 11623元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204885634.html
 恒大御龙天峰, 江北 , 北滨路 ,220万, 4室2厅2卫 ,141平米, 15603元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204906818.html
 融景城尚峰, 江北 , 建东路 ,118万, 3室2厅1卫 ,85平米, 13882元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204883668.html
 万科锦绣滨江, 渝中 , 化龙桥 ,518万, 4室2厅3卫 ,190平米, 27263元/平米 ,西南,中层,精装修,https://cq.esf.fang.com/chushou/3_204858976.html
 渝高星洲, 北碚 , 蔡家 ,151万, 4室2厅2卫 ,158平米, 9557元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204857215.html
 广厦城C组团, 九龙坡 , 黄桷坪 ,73万, 2室2厅1卫 ,76.99平米, 9482元/平米 ,东,高层,中装修,https://cq.esf.fang.com/chushou/3_204873450.html
 恒大御龙天峰, 江北 , 北滨路 ,220万, 4室2厅2卫 ,145平米, 15172元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204834258.html
 万科璞园三期, 渝北 , 中央公园 ,147万, 3室2厅2卫 ,102平米, 14412元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204906261.html
 华宇温莎小镇, 沙坪坝 , 双碑 ,67万, 3室2厅2卫 ,89平米, 7528元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204912153.html
 香港置地·衿湖翠林, 渝北 , 中央公园 ,147万, 3室2厅2卫 ,98.68平米, 14897元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204908009.html
 万科江上明月, 江北 , 石马河 ,320万, 4室3厅4卫 ,202平米, 15842元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204872399.html
 约克郡壹号湖畔, 渝北 , 照母山 ,1300万, 6室3厅6卫 ,382.1平米, 34023元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204793292.html
 约克郡壹号湖畔别墅, 渝北 , 照母山 ,1400万, 7室3厅7卫 ,415.37平米, 33705元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204889813.html
 奥林匹克花园四期, 渝北 , 汽博中心 ,95万, 3室2厅1卫 ,100.17平米, 9484元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204911893.html
 北京城建龙樾生态城, 渝北 , 悦来 ,95万, 3室2厅2卫 ,94.88平米, 10013元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_203812485.html
 碧桂园中俊天玺, 渝北 , 照母山 ,505万, 5室2厅3卫 ,232平米, 21767元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204862825.html
 中国铁建西派城, 江北 , 海尔路 ,295万, 4室2厅2卫 ,176.61平米, 16703元/平米 ,东北,中层,精装修,https://cq.esf.fang.com/chushou/3_204858925.html
 恒大世纪城, 渝北 , 照母山 ,162万, 3室2厅2卫 ,119.88平米, 13514元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204899598.html
 东原湖山樾, 渝北 , 照母山 ,888万, 6室2厅6卫 ,329.86平米, 26921元/平米 ,北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204857607.html
 龙湖江与城千山万树, 渝北 , 大竹林 ,190万, 4室2厅3卫 ,188平米, 10106元/平米 ,南北,高层,精装修,https://cq.esf.fang.com/chushou/3_204901061.html
 嘉景湾·嘉悦台, 渝北 , 礼嘉 ,390万, 3室2厅3卫 ,196.69平米, 19828元/平米 ,北, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204867642.html
 保利和光尘樾, 渝北 , 悦来 ,99万, 3室2厅2卫 ,96平米, 10313元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204856058.html
 万科悦湾, 江北 , 石马河 ,268万, 4室2厅3卫 ,204.57平米, 13101元/平米 ,东北,中层,精装修,https://cq.esf.fang.com/chushou/3_204866106.html
 恒大世纪城, 渝北 , 照母山 ,138万, 3室2厅1卫 ,89.63平米, 15397元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204911875.html
 恒大照母山山水城, 渝北 , 照母山 ,103万, 2室2厅1卫 ,85平米, 12118元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204845578.html
 金科九曲河, 渝北 , 礼嘉 ,750万, 4室3厅6卫 ,383.05平米, 19580元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204629739.html
 罗宾森尚城华府, 渝中 , 两路口 ,135万, 3室2厅1卫 ,98.74平米, 13672元/平米 ,西北,低层,毛坯,https://cq.esf.fang.com/chushou/3_204843073.html
 渝开发星河博棠, 渝北 , 回兴 ,133万, 4室2厅2卫 ,131平米, 10153元/平米 ,南北,高层,毛坯,https://cq.esf.fang.com/chushou/3_204843226.html
 龙湖九里峰景, 渝北 , 礼嘉 ,120万, 2室2厅1卫 ,84.56平米, 14191元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204845587.html
 高科江澜一期, 渝北 , 礼嘉 ,92万, 2室1厅1卫 ,82平米, 11220元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204861072.html
 瀚恩阳光, 璧山 , 璧山老城区 ,59万, 4室2厅2卫 ,121平米, 4876元/平米 ,西北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204882904.html
 绿城晓风印月, 渝北 , 礼嘉 ,147万, 4室2厅2卫 ,121平米, 12149元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204892713.html
 中国铁建·北山屿湖, 璧山 , 璧山老城区 ,60万, 3室2厅2卫 ,90平米, 6667元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204771377.html
 中渝香奈公馆, 渝北 , 加州新牌坊 ,159万, 3室2厅2卫 ,110.03平米, 14451元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204881887.html
 庆隆南山高尔夫社区云溪苑, 南岸 , 茶园新区 ,160万, 4室2厅2卫 ,118平米, 13559元/平米 ,南,顶层,毛坯,https://cq.esf.fang.com/chushou/10_204808269.html
 朝天阁, 渝中 , 朝天门 ,930万, 4室2厅2卫 ,284.81平米, 32653元/平米 ,南北,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204856569.html
 桥达天蓬樾府别墅, 渝北 , 龙兴 ,120万, 4室2厅3卫 ,157平米, 7643元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204303195.html
 融景城郦苑, 江北 , 建东路 ,202万, 3室2厅2卫 ,150.87平米, 13389元/平米 ,北,低层,豪华装修,https://cq.esf.fang.com/chushou/3_204796268.html
 万科彩云湖, 九龙坡 , 石坪桥 ,145万, 3室2厅2卫 ,97.89平米, 14813元/平米 ,东,高层,精装修,https://cq.esf.fang.com/chushou/3_204913375.html
 观宸, 江北 , 观音桥 ,699万, 4室2厅3卫 ,173平米, 40405元/平米 ,东南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204887487.html
 约克郡翠薇堤, 渝北 , 照母山 ,750万, 4室2厅5卫 ,387.76平米, 19342元/平米 ,北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204878982.html
 融创康桥融府, 渝北 , 照母山 ,290万, 4室1厅2卫 ,125.09平米, 23183元/平米 ,西南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204636128.html
 协信阿卡迪亚, 渝中 , 化龙桥 ,300万, 4室3厅3卫 ,333.49平米, 8996元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204917662.html
 紫御江山天誉, 江北 , 江北嘴 ,179万, 3室2厅2卫 ,96平米, 18646元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204788398.html
 融创康桥融府, 渝北 , 照母山 ,130万, 3室2厅1卫 ,75.04平米, 17324元/平米 ,东北,低层,精装修,https://cq.esf.fang.com/chushou/3_204875699.html
 招商雍华府, 渝北 , 龙头寺 ,600万, 5室2厅3卫 ,238平米, 25210元/平米 ,南, 底层 ,豪华装修,https://cq.esf.fang.com/chushou/10_204794712.html
 珠江太阳城A区, 江北 , 北滨路 ,125万, 2室2厅1卫 ,93.3平米, 13398元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204917450.html
 雅居乐富春山居, 渝北 , 回兴 ,117万, 3室2厅2卫 ,122平米, 9590元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204862256.html
 华发四季半岛, 南岸 , 弹子石 ,125万, 3室2厅2卫 ,99.57平米, 12554元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204624247.html
 北恒紫云, 渝北 , 礼嘉 ,145万, 3室2厅2卫 ,108平米, 13426元/平米 ,西北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204862708.html
 光宇阳光地中海, 渝北 , 冉家坝 ,75万, 2室2厅2卫 ,64平米, 11719元/平米 ,东,中层,精装修,https://cq.esf.fang.com/chushou/3_204887901.html
 中国铁建西派城, 江北 , 海尔路 ,270万, 3室2厅2卫 ,144平米, 18750元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204891101.html
 公园大道, 渝北 , 中央公园 ,568万, 4室2厅4卫 ,436.92平米, 13000元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204842743.html
 北大资源紫境府, 南岸 , 南岸其他 ,239万, 4室3厅2卫 ,168平米, 14226元/平米 ,北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204889475.html
 紫御江山天誉, 江北 , 江北嘴 ,179万, 3室2厅2卫 ,96平米, 18646元/平米 ,西,高层,精装修,https://cq.esf.fang.com/chushou/3_204833931.html
 花样年霍克尼的好时光, 沙坪坝 , 沙坪坝其他 ,152万, 4室2厅3卫 ,131平米, 11603元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204882176.html
 江山樾四期, 渝北 , 礼嘉 ,410万, 5室2厅3卫 ,287.08平米, 14282元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204861169.html
 香港置地壹号半岛, 渝北 , 照母山 ,700万, 4室2厅2卫 ,177.5平米, 39437元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204849737.html
 中交中央公园美麓, 渝北 , 中央公园 ,139万, 4室2厅2卫 ,113平米, 12301元/平米 ,北,高层,精装修,https://cq.esf.fang.com/chushou/3_204908155.html
 首钢云尚江来别墅, 渝北 , 悦来 ,624万, 5室3厅5卫 ,692平米, 9017元/平米 ,北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204811955.html
 龙湖两江新宸云澜, 渝北 , 礼嘉 ,160万, 3室2厅2卫 ,109.87平米, 14563元/平米 ,西北,中层,精装修,https://cq.esf.fang.com/chushou/3_204883369.html
 长江序, 江北 , 江北嘴 ,425万, 4室2厅3卫 ,236平米, 18008元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204881488.html
 华侨城天澜美墅, 渝北 , 礼嘉 ,466万, 5室2厅4卫 ,386.64平米, 12053元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204904509.html
 万科西九, 九龙坡 , 石坪桥 ,133万, 3室2厅1卫 ,127.3平米, 10448元/平米 ,南,低层,豪华装修,https://cq.esf.fang.com/chushou/3_204773634.html
 樾千山, 渝北 , 礼嘉 ,249万, 2室2厅2卫 ,142.57平米, 17465元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204809020.html
 华侨城天际湾C区, 渝北 , 礼嘉 ,137万, 3室2厅2卫 ,105.04平米, 13043元/平米 ,东,顶层,精装修,https://cq.esf.fang.com/chushou/3_204861715.html
 重庆融创城, 璧山 , 璧山高新区 ,282万, 4室2厅2卫 ,142平米, 19859元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204884424.html
 华侨城嘉陵江天, 渝北 , 礼嘉 ,358万, 4室2厅3卫 ,278平米, 12878元/平米 ,西南,中层,精装修,https://cq.esf.fang.com/chushou/3_204911785.html
 丽水菁苑, 九龙坡 , 谢家湾 ,123万, 3室2厅2卫 ,119.43平米, 10299元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204880620.html
 凤凰湾驭峰, 江北 , 石马河 ,96万, 3室2厅1卫 ,91平米, 10549元/平米 ,东北,中层,中装修,https://cq.esf.fang.com/chushou/3_204848558.html
 龙湖&颐天康养学宸名著, 沙坪坝 , 大学城 ,149万, 4室2厅3卫 ,121平米, 12314元/平米 ,东,高层,毛坯,https://cq.esf.fang.com/chushou/3_204885629.html
 中交锦悦, 巴南 , 龙洲湾 ,65万, 3室2厅1卫 ,99.61平米, 6525元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204894497.html
 桥达天蓬樾府别墅, 渝北 , 龙兴 ,148万, 4室2厅3卫 ,140平米, 10571元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204848937.html
 雏扬国际, 沙坪坝 , 华岩 ,34万, 1室1厅1卫 ,43平米, 7907元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204784021.html
 春风与湖, 九龙坡 , 陈家坪 ,140万, 4室2厅2卫 ,135.51平米, 10331元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204846695.html
 华侨城天澜美墅, 渝北 , 礼嘉 ,560万, 4室3厅3卫 ,175.28平米, 31949元/平米 ,北, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204854973.html
 煌华晶萃城, 江北 , 观音桥 ,102万, 2室2厅1卫 ,64平米, 15938元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204871517.html
 华宇御澜湾, 渝北 , 礼嘉 ,268万, 3室2厅3卫 ,236.98平米, 11309元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204839836.html
 保利爱尚里尚景, 九龙坡 , 石坪桥 ,81万, 3室2厅1卫 ,70平米, 11571元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204777271.html
 华侨城嘉陵江天, 渝北 , 礼嘉 ,240万, 4室2厅2卫 ,170平米, 14118元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204884462.html
 光华安纳溪湖别墅, 南岸 , 茶园新区 ,152万, 4室2厅3卫 ,154.47平米, 9840元/平米 ,东, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204909264.html
 保利观塘泽园, 南岸 , 学府大道 ,101.9万, 3室2厅2卫 ,90平米, 11322元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204887531.html
 观宸, 江北 , 观音桥 ,699万, 4室2厅3卫 ,173平米, 40405元/平米 ,东南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204887487.html
 华润凯旋天地, 南岸 , 弹子石 ,85万, 3室2厅1卫 ,71.91平米, 11820元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204886270.html
 万科四季都会, 北碚 , 水土 ,110万, 4室2厅3卫 ,143平米, 7692元/平米 ,南北, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204909260.html
 江山樾四期, 渝北 , 礼嘉 ,307万, 5室2厅4卫 ,243.22平米, 12622元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204899626.html
 保利山庄梧桐, 江北 , 鸿恩寺 ,275万, 4室2厅2卫 ,148平米, 18581元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204903728.html
 约克郡翠薇堤, 渝北 , 照母山 ,505万, 6室2厅4卫 ,320平米, 15781元/平米 ,北, 底层 ,精装修,https://cq.esf.fang.com/chushou/10_204908214.html
 渝兴嘉悦山水, 渝北 , 礼嘉 ,165万, 6室2厅2卫 ,224.77平米, 7341元/平米 ,东北,顶层,精装修,https://cq.esf.fang.com/chushou/3_204900800.html
 融汇温泉城·翰林学府, 沙坪坝 , 梨树湾 ,88万, 2室2厅1卫 ,76平米, 11579元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204868229.html
 御璟湖山璟园, 渝北 , 礼嘉 ,137万, 3室2厅1卫 ,95平米, 14421元/平米 ,南, 底层 ,精装修,https://cq.esf.fang.com/chushou/3_204896880.html
 国浩18T, 渝中 , 解放碑 ,418万, 3室2厅2卫 ,146平米, 28630元/平米 ,东南,中层,精装修,https://cq.esf.fang.com/chushou/3_204888008.html
 国浩·白屿林, 渝北 , 中央公园 ,128万, 3室2厅2卫 ,90平米, 14222元/平米 ,南,高层,毛坯,https://cq.esf.fang.com/chushou/3_204842882.html
 重庆时代中心, 江北 , 观音桥 ,78万, 1室1厅1卫 ,51平米, 15294元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204842931.html
 中粮天悦壹号, 江北 , 石马河 ,118万, 3室2厅2卫 ,98平米, 12041元/平米 ,东南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204821107.html
 庆业九寨印象, 渝北 , 龙头寺 ,95万, 3室2厅1卫 ,98平米, 9694元/平米 ,北,低层,精装修,https://cq.esf.fang.com/chushou/3_204889509.html
 约克郡上林, 渝北 , 照母山 ,259万, 4室2厅2卫 ,128.6平米, 20140元/平米 ,东北,中层,精装修,https://cq.esf.fang.com/chushou/3_204786649.html
 融汇半岛, 巴南 , 巴滨路 ,74万, 3室2厅1卫 ,90平米, 8222元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204625911.html
 鲁能星城外滩, 江北 , 寸滩 ,837万, 4室2厅3卫 ,373.55平米, 22407元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204102593.html
 万科金域学府翰林菁华里, 南岸 , 学府大道 ,108万, 3室2厅2卫 ,104.6平米, 10325元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204783159.html
 长嘉汇朗峯, 南岸 , 南滨路 ,460万, 5室2厅3卫 ,217平米, 21198元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204881311.html
 顶峰林语蝶院, 渝北 , 中央公园 ,179万, 4室2厅2卫 ,112平米, 15982元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204847583.html
 恒大世纪城, 渝北 , 照母山 ,170万, 3室2厅2卫 ,127.52平米, 13331元/平米 ,东南,顶层,精装修,https://cq.esf.fang.com/chushou/3_204867144.html
 新天泽江上云境, 九龙坡 , 黄桷坪 ,158万, 3室2厅2卫 ,100平米, 15800元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204873801.html
 华侨城云麓台, 渝北 , 礼嘉 ,275万, 5室2厅3卫 ,211.7平米, 12990元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204877992.html
 北大资源·蘭庭序, 渝北 , 照母山 ,446万, 4室2厅2卫 ,169平米, 26391元/平米 ,西南,中层,精装修,https://cq.esf.fang.com/chushou/3_204863777.html
 富力院士廷, 沙坪坝 , 大学城 ,59万, 2室2厅1卫 ,82.9平米, 7117元/平米 ,北,中层,精装修,https://cq.esf.fang.com/chushou/3_204828917.html
 招商花园城逸园, 渝北 , 龙头寺 ,278.1万, 4室2厅2卫 ,142平米, 19585元/平米 ,南,中层,豪华装修,https://cq.esf.fang.com/chushou/3_204887376.html
 美岸江山, 南岸 , 弹子石 ,96万, 3室2厅1卫 ,84.7平米, 11334元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204887155.html
 龙湖昱湖壹号枋园, 渝北 , 礼嘉 ,285万, 4室2厅2卫 ,151.4平米, 18824元/平米 ,西南,低层,精装修,https://cq.esf.fang.com/chushou/3_204857454.html
 聚金万佳苑, 九龙坡 , 奥体中心 ,45万, 2室1厅1卫 ,48平米, 9375元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204865692.html
 东和春天西区, 渝北 , 冉家坝 ,97万, 2室2厅1卫 ,92平米, 10543元/平米 ,西,高层,中装修,https://cq.esf.fang.com/chushou/3_204897192.html
 华侨城嘉陵江天, 渝北 , 礼嘉 ,350万, 4室2厅3卫 ,278平米, 12590元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204911787.html
 紫御江山, 江北 , 江北嘴 ,119万, 3室2厅1卫 ,89.65平米, 13274元/平米 ,南,中层,中装修,https://cq.esf.fang.com/chushou/3_204857670.html
 保利时区, 渝北 , 悦来 ,92万, 3室2厅2卫 ,90平米, 10222元/平米 ,南,中层,毛坯,https://cq.esf.fang.com/chushou/3_204423134.html
 御璟湖山璟时北, 渝北 , 礼嘉 ,178万, 4室2厅2卫 ,142.93平米, 12454元/平米 ,东南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/3_204834222.html
 凯德九章, 渝北 , 冉家坝 ,358万, 4室2厅2卫 ,168平米, 21310元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204883482.html
 保利香槟花园A区, 渝北 , 龙头寺 ,88万, 2室2厅1卫 ,78平米, 11282元/平米 ,南,高层,中装修,https://cq.esf.fang.com/chushou/3_204899825.html
 华宇城, 沙坪坝 , 凤天路 ,87万, 3室2厅1卫 ,83平米, 10482元/平米 ,南,低层,精装修,https://cq.esf.fang.com/chushou/3_204819516.html
 重庆长嘉外滩, 南岸 , 弹子石 ,220万, 4室2厅3卫 ,143平米, 15385元/平米 ,南北,中层,毛坯,https://cq.esf.fang.com/chushou/3_204679740.html
 龙湖紫都城, 渝北 , 冉家坝 ,160万, 3室2厅2卫 ,124.7平米, 12831元/平米 ,南,中层,精装修,https://cq.esf.fang.com/chushou/3_204881692.html
 龙湖·尘林间, 渝北 , 照母山 ,385万, 4室2厅2卫 ,193.36平米, 19911元/平米 ,西,中层,精装修,https://cq.esf.fang.com/chushou/3_204854354.html
 万科西九, 九龙坡 , 石坪桥 ,50.75万, 1室1厅1卫 ,48平米, 10573元/平米 ,西南,中层,中装修,https://cq.esf.fang.com/chushou/3_204881237.html
 长嘉汇朗峯, 南岸 , 南滨路 ,648.9万, 5室2厅3卫 ,217平米, 29903元/平米 ,西南,中层,精装修,https://cq.esf.fang.com/chushou/3_204881308.html
 融景城尚峰, 江北 , 建东路 ,135万, 3室2厅1卫 ,94.76平米, 14247元/平米 ,南,高层,精装修,https://cq.esf.fang.com/chushou/3_204883670.html
 金科九曲河, 渝北 , 礼嘉 ,1236万, 6室3厅5卫 ,642.19平米, 19247元/平米 ,南, 底层 ,毛坯,https://cq.esf.fang.com/chushou/10_204733750.html
 中国铁建山语桃源, 渝北 , 中央公园 ,81万, 3室2厅2卫 ,92.03平米, 8801元/平米 ,南,低层,毛坯,https://cq.esf.fang.com/chushou/3_204892232.html
 爱加西西里, 渝北 , 汽博中心 ,158万, 2室2厅1卫 ,90.23平米, 17511元/平米 ,东北,中层,精装修,https://cq.esf.fang.com/chushou/3_204911856.html
 长嘉汇五期, 南岸 , 涂山路 ,346万, 4室2厅2卫 ,150平米, 23067元/平米 ,西南,高层,精装修,https://cq.esf.fang.com/chushou/3_204901370.html
 新江与城清晖时光, 渝北 , 大竹林 ,152万, 4室2厅2卫 ,148.56平米, 10232元/平米 ,西,低层,精装修,https://cq.esf.fang.com/chushou/3_204899821.html
 香港置地启元, 江北 , 观音桥 ,640万, 4室2厅3卫 ,190平米, 33684元/平米 ,南北,低层,精装修,https://cq.esf.fang.com/chushou/3_204905627.html
